partner_ID,hotel,is_canceled,total_cost,days_betwee_reservation_and_check_in,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal_booked,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
17,Resort Hotel,1,430,208,2016,April,17,19,2,5,2,0,0,HB,Groups,Direct,0,0,0,D,D,0,0,0,Canceled,18/03/2016
12,Resort Hotel,1,450,208,2016,April,17,19,2,5,2,0,0,HB,Groups,Direct,0,0,0,E,E,1,0,0,Canceled,18/03/2016
4,Resort Hotel,1,100,28,2016,April,17,21,0,1,1,0,0,BB,Corporate,Corporate,0,0,0,A,A,0,0,1,Canceled,19/04/2016
5,Resort Hotel,1,100,66,2016,April,17,21,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,0,1,Canceled,24/02/2016
24,Resort Hotel,0,430,168,2016,April,17,21,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,E,E,0,0,0,Check-Out,28/04/2016
9,Resort Hotel,0,210,191,2016,April,17,22,1,2,2,0,0,Undefined,Offline TA/TO,TA/TO,0,0,0,A,C,1,0,0,Check-Out,25/04/2016
7,Resort Hotel,0,210,191,2016,April,17,22,1,2,2,0,0,Undefined,Offline TA/TO,TA/TO,0,0,0,A,A,1,0,0,Check-Out,25/04/2016
7,Resort Hotel,0,190,191,2016,April,17,22,1,2,2,0,0,Undefined,Offline TA/TO,TA/TO,0,0,0,A,A,1,0,0,Check-Out,25/04/2016
30,Resort Hotel,0,210,191,2016,April,17,22,1,2,2,0,0,Undefined,Offline TA/TO,TA/TO,0,0,0,A,A,1,0,0,Check-Out,25/04/2016
11,Resort Hotel,0,210,191,2016,April,17,22,1,2,2,0,0,Undefined,Offline TA/TO,TA/TO,0,0,0,A,A,1,0,0,Check-Out,25/04/2016
9,Resort Hotel,0,210,191,2016,April,17,22,1,2,2,0,0,Undefined,Offline TA/TO,TA/TO,0,0,0,A,A,1,0,0,Check-Out,25/04/2016
11,Resort Hotel,0,260,191,2016,April,17,22,1,2,2,0,0,Undefined,Offline TA/TO,TA/TO,0,0,0,A,A,1,0,0,Check-Out,25/04/2016
27,Resort Hotel,1,410,80,2016,April,17,22,2,5,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,22/02/2016
11,Resort Hotel,1,430,83,2016,April,17,22,2,5,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,22/02/2016
25,Resort Hotel,1,480,83,2016,April,17,22,2,5,2,0,0,BB,Groups,TA/TO,0,0,0,D,D,0,0,0,Canceled,22/02/2016
22,Resort Hotel,1,430,83,2016,April,17,22,2,5,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,22/02/2016
11,Resort Hotel,1,50,25,2016,April,17,23,0,1,1,0,0,BB,Direct,Direct,0,0,0,D,D,0,0,0,Canceled,29/03/2016
6,Resort Hotel,1,330,21,2016,April,17,23,2,3,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,07/04/2016
26,Resort Hotel,1,330,98,2016,April,17,23,2,3,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,1,Canceled,29/01/2016
17,Resort Hotel,1,430,80,2016,April,17,23,2,5,1,0,0,FB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Canceled,03/03/2016
11,Resort Hotel,1,860,95,2016,April,17,23,4,10,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,11/02/2016
5,Resort Hotel,1,280,143,2016,April,18,24,2,2,2,0,0,FB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,05/01/2016
22,Resort Hotel,1,280,143,2016,April,18,24,2,2,2,0,0,FB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,05/01/2016
9,Resort Hotel,1,280,62,2016,April,18,24,2,2,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,0,0,Canceled,14/04/2016
13,Resort Hotel,1,330,143,2016,April,18,24,2,2,2,0,0,FB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,05/01/2016
15,Resort Hotel,1,280,143,2016,April,18,24,2,2,2,0,0,FB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,05/01/2016
16,Resort Hotel,1,280,143,2016,April,18,24,2,2,2,0,0,FB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,05/01/2016
26,Resort Hotel,1,280,143,2016,April,18,24,2,2,2,0,0,FB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,05/01/2016
12,Resort Hotel,1,330,46,2016,April,18,24,2,3,1,0,0,BB,Direct,Direct,0,0,0,D,D,0,0,0,Canceled,30/03/2016
4,Resort Hotel,1,90,98,2016,April,18,25,1,0,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Canceled,25/02/2016
24,Resort Hotel,1,190,138,2016,April,18,25,1,2,2,0,0,BB,Groups,TA/TO,0,0,0,E,E,0,0,0,Canceled,18/01/2016
30,Resort Hotel,1,190,138,2016,April,18,25,1,2,2,0,0,BB,Groups,TA/TO,0,0,0,E,E,0,0,0,Canceled,18/01/2016
27,Resort Hotel,1,240,138,2016,April,18,25,1,2,2,0,0,BB,Groups,TA/TO,0,0,0,E,E,0,0,0,Canceled,18/01/2016
30,Resort Hotel,1,190,138,2016,April,18,25,1,2,2,0,0,BB,Groups,TA/TO,0,0,0,E,E,0,0,0,Canceled,18/01/2016
20,Resort Hotel,1,240,56,2016,April,18,25,1,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Canceled,21/04/2016
18,Resort Hotel,1,480,93,2016,April,18,25,2,5,3,1,0,BB,Online TA,TA/TO,0,0,0,H,H,0,0,1,Canceled,27/01/2016
9,Resort Hotel,0,100,7,2016,April,18,26,0,2,1,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Check-Out,28/04/2016
5,Resort Hotel,0,100,189,2016,April,18,26,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Check-Out,28/04/2016
5,Resort Hotel,1,100,189,2016,April,18,26,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,22/03/2016
29,Resort Hotel,1,100,189,2016,April,18,26,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,22/03/2016
16,Resort Hotel,1,50,6,2016,April,18,27,0,1,2,0,0,BB,Direct,Direct,0,0,0,D,D,0,0,0,Canceled,26/04/2016
27,Resort Hotel,1,170,12,2016,April,18,27,0,3,2,0,0,HB,Groups,Direct,0,0,0,A,A,1,0,0,Canceled,27/04/2016
12,Resort Hotel,1,430,209,2016,April,18,27,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,0,1,Canceled,26/04/2016
28,Resort Hotel,1,100,27,2016,April,18,28,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,04/04/2016
25,Resort Hotel,1,240,168,2016,April,18,28,1,3,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,19/01/2016
24,Resort Hotel,1,290,168,2016,April,18,28,1,3,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,19/01/2016
21,Resort Hotel,1,240,168,2016,April,18,28,1,3,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,19/01/2016
26,Resort Hotel,1,290,43,2016,April,18,28,1,3,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,09/04/2016
16,Resort Hotel,1,100,14,2016,April,18,29,0,1,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,27/04/2016
17,Resort Hotel,1,100,0,2016,April,18,29,0,2,1,0,0,BB,Direct,Direct,0,0,0,A,D,0,0,0,Canceled,29/04/2016
1,Resort Hotel,1,100,114,2016,April,18,29,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,04/04/2016
22,Resort Hotel,1,190,25,2016,April,18,29,1,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,08/04/2016
13,Resort Hotel,1,190,47,2016,April,18,29,1,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,17/04/2016
17,Resort Hotel,1,190,31,2016,April,18,29,1,2,2,0,0,HB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,06/04/2016
5,Resort Hotel,1,190,29,2016,April,18,29,1,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,17/04/2016
3,Resort Hotel,1,280,147,2016,April,18,29,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,1,Canceled,28/04/2016
10,Resort Hotel,1,480,101,2016,April,18,29,2,5,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,28/03/2016
1,Resort Hotel,1,410,87,2016,April,18,29,2,5,2,0,0,BB,Groups,TA/TO,0,0,0,D,D,0,0,0,Canceled,01/03/2016
19,Resort Hotel,1,510,101,2016,April,18,29,2,5,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,4,0,0,Canceled,28/03/2016
3,Resort Hotel,1,860,157,2016,April,18,29,4,10,2,0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,0,2,Canceled,05/01/2016
14,Resort Hotel,1,50,19,2016,April,18,30,0,1,2,0,0,BB,Direct,Direct,0,0,0,D,D,0,0,1,Canceled,27/04/2016
12,Resort Hotel,1,120,31,2016,April,18,30,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,30/03/2016
22,Resort Hotel,1,330,187,2016,April,18,30,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,29/10/2015
20,Resort Hotel,1,430,32,2016,April,18,30,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,0,0,Canceled,18/04/2016
2,Resort Hotel,0,500,206,2016,April,18,30,2,6,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,1,0,0,Check-Out,08/05/2016
9,Resort Hotel,0,760,255,2016,April,18,30,4,8,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,12/05/2016
9,Resort Hotel,1,140,3,2016,May,19,1,1,0,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,E,E,0,0,0,No-Show,01/05/2016
22,Resort Hotel,1,140,199,2016,May,19,2,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,18/04/2016
4,Resort Hotel,0,140,199,2016,May,19,2,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Check-Out,04/05/2016
24,Resort Hotel,1,140,199,2016,May,19,2,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,09/04/2016
12,Resort Hotel,0,140,199,2016,May,19,2,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Check-Out,04/05/2016
3,Resort Hotel,0,140,199,2016,May,19,2,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Check-Out,04/05/2016
22,Resort Hotel,1,190,199,2016,May,19,2,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,09/04/2016
8,Resort Hotel,0,160,199,2016,May,19,2,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,1,0,0,Check-Out,04/05/2016
6,Resort Hotel,0,140,199,2016,May,19,2,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Check-Out,04/05/2016
13,Resort Hotel,1,120,199,2016,May,19,2,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,09/04/2016
7,Resort Hotel,1,340,80,2016,May,19,2,1,5,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,1,Canceled,15/04/2016
5,Resort Hotel,1,430,68,2016,May,19,2,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,0,1,Canceled,04/03/2016
1,Resort Hotel,1,430,187,2016,May,19,2,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Canceled,03/02/2016
2,Resort Hotel,0,430,288,2016,May,19,3,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,E,E,0,0,0,Check-Out,10/05/2016
3,Resort Hotel,1,150,101,2016,May,19,3,0,3,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,22/02/2016
15,Resort Hotel,1,50,12,2016,May,19,4,0,1,1,0,0,BB,Corporate,Corporate,0,0,0,A,A,0,0,0,Canceled,29/04/2016
25,Resort Hotel,1,260,164,2016,May,19,5,1,3,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,2,0,0,Canceled,02/02/2016
18,Resort Hotel,0,290,209,2016,May,19,5,1,3,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,2,Check-Out,09/05/2016
29,Resort Hotel,0,430,253,2016,May,19,5,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,12/05/2016
25,Resort Hotel,1,100,153,2016,May,19,6,0,2,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Canceled,22/04/2016
13,Resort Hotel,1,330,71,2016,May,19,6,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,0,Canceled,25/02/2016
30,Resort Hotel,1,330,44,2016,May,19,6,2,3,2,0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,0,0,Canceled,23/03/2016
4,Resort Hotel,1,380,36,2016,May,19,6,2,4,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,12/04/2016
19,Resort Hotel,1,430,119,2016,May,19,6,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,1,Canceled,12/01/2016
25,Resort Hotel,0,460,179,2016,May,19,6,2,6,2,0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,0,1,Check-Out,14/05/2016
17,Resort Hotel,1,50,54,2016,May,19,7,0,1,2,0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,16/03/2016
7,Resort Hotel,1,230,95,2016,May,19,7,2,1,2,0,1,BB,Online TA,TA/TO,0,0,0,A,A,0,0,3,Canceled,04/05/2016
4,Resort Hotel,0,430,232,2016,May,19,7,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Check-Out,14/05/2016
1,Resort Hotel,1,430,81,2016,May,19,7,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,0,0,Canceled,04/05/2016
9,Resort Hotel,0,430,236,2016,May,19,7,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,0,0,Check-Out,14/05/2016
13,Resort Hotel,1,200,1,2016,May,20,8,2,0,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,1,0,1,Canceled,07/05/2016
6,Resort Hotel,1,480,192,2016,May,20,8,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,0,0,Canceled,27/04/2016
7,Resort Hotel,1,190,22,2016,May,20,9,1,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,20/04/2016
11,Resort Hotel,1,190,59,2016,May,20,9,1,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,11/03/2016
5,Resort Hotel,1,550,254,2016,May,20,9,3,6,2,0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,0,2,Canceled,02/02/2016
30,Resort Hotel,1,100,203,2016,May,20,10,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,11/03/2016
3,Resort Hotel,1,100,203,2016,May,20,10,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,29/03/2016
7,Resort Hotel,1,100,203,2016,May,20,10,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,29/03/2016
23,Resort Hotel,1,80,203,2016,May,20,10,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,29/03/2016
6,Resort Hotel,1,480,90,2016,May,20,10,2,6,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,E,E,0,0,0,Canceled,29/04/2016
4,Resort Hotel,1,70,7,2016,May,20,11,0,1,1,0,0,BB,Direct,Direct,0,0,0,A,A,1,0,0,No-Show,11/05/2016
26,Resort Hotel,1,130,59,2016,May,20,11,0,3,2,0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,0,0,Canceled,11/04/2016
11,Resort Hotel,0,630,188,2016,May,20,11,2,8,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,D,D,0,0,0,Check-Out,21/05/2016
8,Resort Hotel,1,100,468,2016,May,20,12,0,2,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,1,0,0,Canceled,03/05/2016
21,Resort Hotel,0,190,236,2016,May,20,12,0,3,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,2,0,0,Check-Out,15/05/2016
21,Resort Hotel,0,160,236,2016,May,20,12,0,3,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,1,0,Check-Out,15/05/2016
23,Resort Hotel,1,240,236,2016,May,20,12,1,3,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,28/09/2015
26,Resort Hotel,1,240,236,2016,May,20,12,1,3,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,28/09/2015
13,Resort Hotel,1,240,236,2016,May,20,12,1,3,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,28/09/2015
8,Resort Hotel,1,240,236,2016,May,20,12,1,3,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,28/09/2015
8,Resort Hotel,1,240,236,2016,May,20,12,1,3,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,28/09/2015
24,Resort Hotel,0,440,189,2016,May,20,12,2,5,2,0,0,HB,Online TA,TA/TO,0,0,0,E,E,0,1,2,Check-Out,19/05/2016
3,Resort Hotel,0,560,213,2016,May,20,12,2,8,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,E,E,0,0,2,Check-Out,22/05/2016
29,Resort Hotel,1,100,9,2016,May,20,13,0,2,2,0,0,BB,Direct,Direct,0,0,0,E,E,0,0,2,Canceled,05/05/2016
28,Resort Hotel,1,330,119,2016,May,20,13,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,0,2,Canceled,18/01/2016
6,Resort Hotel,1,330,17,2016,May,20,13,2,3,2,2,0,BB,Online TA,TA/TO,0,0,0,G,G,0,0,0,Canceled,02/05/2016
22,Resort Hotel,0,430,195,2016,May,20,13,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,C,0,0,2,Check-Out,20/05/2016
1,Resort Hotel,1,430,128,2016,May,20,14,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,0,1,Canceled,13/05/2016
24,Resort Hotel,1,430,120,2016,May,20,14,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,3,Canceled,12/02/2016
19,Resort Hotel,1,530,115,2016,May,20,14,2,6,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,1,Canceled,12/02/2016
28,Resort Hotel,0,660,206,2016,May,20,14,4,6,2,0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,0,0,Check-Out,24/05/2016
15,Resort Hotel,0,160,211,2016,May,20,14,1,1,1,0,0,HB,Groups,TA/TO,0,0,0,A,A,1,0,0,Check-Out,16/05/2016
1,Resort Hotel,1,140,211,2016,May,20,14,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,12/04/2016
17,Resort Hotel,0,160,211,2016,May,20,14,1,1,1,0,0,HB,Groups,TA/TO,0,0,0,A,A,1,0,1,Check-Out,16/05/2016
11,Resort Hotel,0,140,211,2016,May,20,14,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Check-Out,16/05/2016
11,Resort Hotel,1,140,211,2016,May,20,14,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,12/04/2016
6,Resort Hotel,0,140,211,2016,May,20,14,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,C,0,0,0,Check-Out,16/05/2016
17,Resort Hotel,1,90,9,2016,May,21,15,1,0,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,06/05/2016
2,Resort Hotel,1,90,9,2016,May,21,15,1,0,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,06/05/2016
18,Resort Hotel,1,140,9,2016,May,21,15,1,0,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,06/05/2016
9,Resort Hotel,1,230,30,2016,May,21,15,2,1,2,0,0,HB,Online TA,TA/TO,0,0,0,F,F,0,0,1,Canceled,18/04/2016
17,Resort Hotel,1,430,38,2016,May,21,15,2,5,3,1,0,BB,Online TA,TA/TO,0,0,0,H,H,0,0,0,Canceled,03/05/2016
22,Resort Hotel,1,430,117,2016,May,21,15,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,0,0,Canceled,18/02/2016
21,Resort Hotel,0,140,213,2016,May,21,16,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Check-Out,18/05/2016
15,Resort Hotel,1,140,213,2016,May,21,16,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,19/04/2016
8,Resort Hotel,1,140,213,2016,May,21,16,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,19/04/2016
6,Resort Hotel,0,140,213,2016,May,21,16,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Check-Out,18/05/2016
29,Resort Hotel,1,120,213,2016,May,21,16,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,19/04/2016
14,Resort Hotel,0,140,213,2016,May,21,16,1,1,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,0,0,Check-Out,18/05/2016
24,Resort Hotel,0,160,213,2016,May,21,16,1,1,1,0,0,HB,Groups,TA/TO,0,0,0,A,A,1,0,0,Check-Out,18/05/2016
10,Resort Hotel,1,340,95,2016,May,21,16,1,5,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,1,Canceled,04/04/2016
12,Resort Hotel,0,670,265,2016,May,21,16,3,7,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,0,1,Check-Out,26/05/2016
6,Resort Hotel,0,670,201,2016,May,21,16,3,8,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,2,Check-Out,27/05/2016
27,Resort Hotel,1,200,151,2016,May,21,17,0,4,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Canceled,25/01/2016
29,Resort Hotel,0,430,253,2016,May,21,17,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,24/05/2016
29,Resort Hotel,0,430,224,2016,May,21,17,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,2,Check-Out,24/05/2016
11,Resort Hotel,1,30,0,2016,May,21,18,0,1,1,0,0,BB,Direct,Direct,0,0,0,A,A,0,0,0,Canceled,18/05/2016
24,Resort Hotel,0,480,191,2016,May,21,18,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Check-Out,25/05/2016
6,Resort Hotel,1,100,40,2016,May,21,18,0,2,1,0,0,BB,Groups,Corporate,0,0,0,A,A,0,0,0,Canceled,13/04/2016
3,Resort Hotel,1,100,40,2016,May,21,18,0,2,1,0,0,BB,Groups,Corporate,0,0,0,A,A,0,0,0,Canceled,13/04/2016
27,Resort Hotel,1,150,40,2016,May,21,18,0,2,1,0,0,BB,Groups,Corporate,0,0,0,A,A,0,0,0,Canceled,13/04/2016
28,Resort Hotel,0,100,3,2016,May,21,19,0,2,2,0,0,BB,Complementary,TA/TO,0,0,0,F,G,0,0,2,Check-Out,21/05/2016
27,Resort Hotel,1,430,87,2016,May,21,19,2,5,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,04/04/2016
24,Resort Hotel,0,430,304,2016,May,21,19,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,26/05/2016
22,Resort Hotel,0,480,217,2016,May,21,20,2,6,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,E,E,0,0,0,Check-Out,28/05/2016
24,Resort Hotel,1,140,116,2016,May,21,21,1,1,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Canceled,29/04/2016
2,Resort Hotel,1,270,123,2016,May,21,21,2,1,2,0,0,HB,Online TA,TA/TO,0,0,0,A,A,2,0,2,Canceled,29/03/2016
14,Resort Hotel,0,680,248,2016,May,21,21,4,6,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,D,D,1,0,1,Check-Out,31/05/2016
6,Resort Hotel,0,660,307,2016,May,22,22,4,6,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,01/06/2016
4,Resort Hotel,0,470,222,2016,May,22,23,2,5,2,0,0,BB,Groups,Direct,0,0,0,A,C,2,0,0,Check-Out,30/05/2016
14,Resort Hotel,1,860,126,2016,May,22,23,4,10,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,2,Canceled,30/04/2016
24,Resort Hotel,0,430,206,2016,May,22,23,2,5,2,0,0,HB,Direct,Direct,0,0,0,A,A,0,0,2,Check-Out,30/05/2016
17,Resort Hotel,1,150,30,2016,May,22,24,0,3,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,24/04/2016
7,Resort Hotel,0,190,222,2016,May,22,24,0,4,2,0,0,BB,Online TA,TA/TO,0,0,0,A,E,0,1,1,Check-Out,28/05/2016
2,Resort Hotel,0,260,223,2016,May,22,24,0,5,1,0,0,BB,Groups,Direct,0,0,0,A,A,1,1,0,Check-Out,29/05/2016
26,Resort Hotel,0,360,223,2016,May,22,24,1,5,2,0,1,BB,Groups,Direct,0,0,0,A,C,1,0,1,Check-Out,30/05/2016
9,Resort Hotel,1,80,28,2016,May,22,24,0,2,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Canceled,26/04/2016
2,Resort Hotel,0,500,223,2016,May,22,24,2,6,2,0,0,BB,Groups,Direct,0,0,0,A,A,1,0,0,Check-Out,01/06/2016
6,Resort Hotel,1,580,213,2016,May,22,24,2,7,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,0,1,Canceled,29/10/2015
23,Resort Hotel,0,250,224,2016,May,22,25,0,4,2,0,0,BB,Groups,Direct,0,0,0,A,A,0,0,0,Check-Out,29/05/2016
3,Resort Hotel,1,290,105,2016,May,22,25,1,4,2,0,0,HB,Online TA,TA/TO,0,0,0,E,E,0,0,0,Canceled,18/05/2016
